lancersTaskId,lancersResultId,lancersNickname,sample,,,,,,,answer25,,,,,,,answer26,,,,,,,answer27,,,,,,,answer28,,,,,,,answer29,,,,,,,answer30,,,,,,,answer31,,,,,,,answer32,,,,,,,answer33,,,,,,,answer34,,,,,,,answer35,,,,,,,answer36,,,,,,,answer37,,,,,,,answer38,,,,,,,answer39,,,,,,,answer40,,,,,,,answer41,,,,,,,answer42,,,,,,,answer43,,,,,,,answer44,,,,,,,answer45,,,,,,,answer46,,,,,,,answer47,,,,,,,answer48,,,,,,,answer49,,,,,,,answer50,,,,,,,answer51,,,,,,end
LTI001017565,LRI008758789,ri_chan,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,Surprise,Fear,,Anger,,,,,,,,,,,Surprise,Fear,,Anger,,,,,,,,,Joy,,,,,,,Joy,,,,,Anger,Sadness,,Disgust,,,,Anger,,,,,,,Anger,,,,Surprise,,,Anger,Sadness,,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,Anger,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758852,okccv,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,Surprise,Fear,,,Sadness,,Disgust,,Fear,,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,,,,,,,Joy,,,,Neutral,,,,,Surprise,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758863,orange_s,Anger,Sadness,,,Surprise,,,,,,Disgust,,Fear,,,,,,Surprise,Fear,,,,,Disgust,,Fear,,,Sadness,,,,Fear,,,,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,Surprise,Fear,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,,Disgust,,Fear,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,,,,,,,,,,,Surprise,,,,,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,Sadness,,,Surprise,,,Anger,,,,
LTI001017565,LRI008758882,nbtd,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,Surprise,Fear,,,Sadness,,Disgust,,Fear,,,Sadness,,,Surprise,Fear,,,,,,,,Neutral,Anger,,Joy,Disgust,,,,Anger,,Joy,Disgust,,,,Anger,,,Disgust,,,,Anger,,Joy,Disgust,,,,,Sadness,,Disgust,Surprise,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,Joy,,,Fear,,,Sadness,,Disgust,,Fear,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,Surprise,,,,,,,Surprise,,,,,,,Surprise,,,,,Joy,,,,,,,,,Surprise,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,Disgust,,,,,Sadness,,,,,,Anger,,,Disgust,
LTI001017565,LRI008758884,mizukurage,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,,Sadness,,,Surprise,,,,,,Disgust,,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,Surprise,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,Joy,,,,,Anger,,,,,,,Anger,,,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758885,gahagaha,Anger,Sadness,,,Surprise,,,,Sadness,,,,Fear,,,Sadness,,,,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,,,,Fear,,Anger,,,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758895,kyoko1007,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,,,,Sadness,,,Surprise,Fear,,,Sadness,,Disgust,,,,,Sadness,,Disgust,,Fear,,,,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,Anger,,,Disgust,,,,,,,Disgust,,,,,Sadness,,Disgust,,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,Surprise,,,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,Anger,,,Disgust,
LTI001017565,LRI008758905,lucky_u,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,,,,,Surprise,,,,,,Disgust,,,,,Sadness,,,,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,,Anger,,,,,,,,,Joy,,,,,,,,,Surprise,,,Anger,,,,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,,,,Surprise,,,Anger,,,,
LTI001017565,LRI008758906,tomatosouprecipe,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,Sadness,,,Surprise,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,Sadness,,,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758916,alo46087,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,,,,,Surprise,,,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,Anger,,,,,,,,,Joy,,,,,Anger,,,,Surprise,,,Anger,,,,,,,Anger,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,Surprise,,,,,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758971,cocodrie,Anger,Sadness,,,Surprise,,,,,,,,Fear,,,Sadness,,,Surprise,Fear,,,,,,,Fear,,,Sadness,,,,,,Anger,,Joy,Disgust,,,,Anger,,,Disgust,,,,Anger,,Joy,Disgust,,,,Anger,,,Disgust,,,,Anger,,Joy,Disgust,,,,,,,,Surprise,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,Fear,,,,,Disgust,,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,Disgust,
LTI001017565,LRI008758972,iwasaki888,Anger,Sadness,,,Surprise,,,,,,Disgust,,Fear,,,,,,Surprise,,,,,,Disgust,,Fear,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,Disgust,,Fear,,,,Joy,,,,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,,,,Fear,,,,,,,,Neutral,Anger,,,Disgust,,Fear,,Anger,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,,,,,Fear,,,Sadness,,,
LTI001017565,LRI008758974,tendon,Anger,Sadness,,,Surprise,,,,Sadness,,,,Fear,,,,,,Surprise,,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,Sadness,,,,Fear,,Anger,,,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758975,quickmasa,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,Surprise,Fear,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,Fear,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,Sadness,,Disgust,,,,,Sadness,,,Surprise
LTI001017565,LRI008758747,marble00,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,Anger,,,Disgust,,,,,,,Disgust,,,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,,Surprise,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,Surprise,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,Disgust,
LTI001017565,LRI008758757,silvia40,Anger,Sadness,,,Surprise,,,,Sadness,,,Surprise,Fear,,,Sadness,,,Surprise,Fear,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,Anger,Sadness,,,Surprise,,,Anger,,,,Surprise,,,Anger,,,,Surprise,Fear,,Anger,,,,Surprise,Fear,,Anger,Sadness,,,,Fear,,Anger,,,,,,,Anger,Sadness,,,Surprise,,,,,Joy,,,,,,Sadness,,,,Fear,,Anger,,,,,,,Anger,,,,,Fear,,Anger,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,Anger,Sadness,,,,,,Anger,Sadness,,,Surprise
LTI001017565,LRI008758769,ueponchan,Anger,Sadness,,,Surprise,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,Fear,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,,,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,,,,,,Neutral,Anger,,,,
LTI001017565,LRI008758771,aldehtb79j,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,,,,,,Fear,,,,,Disgust,,,,,,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,,Disgust,,,,Anger,,,,,,,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,Sadness,,,,,,Anger,,,,
LTI001017565,LRI008758776,kokolon,Anger,Sadness,,,Surprise,,,,Sadness,,,,Fear,,,,,,Surprise,Fear,,,Sadness,,,,Fear,,,,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,,Disgust,Surprise,,,Anger,,,,,,,Anger,,Joy,,,,,,,,,,Fear,,,Sadness,,,,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,,,Surprise,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,,,Disgust,,,,Anger,,,Disgust,
LTI001017565,LRI008758779,marimo21,Anger,Sadness,,,Surprise,,,,,,Disgust,,Fear,,,,,,Surprise,Fear,,,,,Disgust,,Fear,,,,,,,Fear,,,,,,,,Neutral,,,Joy,,,,,Anger,,Joy,,,,,Anger,,,,,,,Anger,,Joy,,,,,,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,,,,Fear,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,,,,,Surprise,,,,,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,
